id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedroom_number,bed_number,bath_number,unit type
2572022,9584870,Martha,Honolulu,Koolauloa,21.64894,-157.93213,Entire home/apt,299,30,50,4,204,9,4.59,4.0,4.0,2.0,Home
2319176,23423448,Nicholas,Honolulu,North Shore Oahu,21.66853,-158.04694,Entire home/apt,191,2,396,1,198,28,4.85,0.0,4.0,1.0,Guest suite
2343812,57649962,Lia,Honolulu,Primary Urban Center,21.27932,-157.82756,Entire home/apt,146,1,160,13,86,23,4.9,0.0,2.0,1.0,Rental unit
2351577,4471546,Donna & Brian,Honolulu,Waianae,21.48218,-158.19577,Entire home/apt,149,20,110,2,185,4,4.56,2.0,2.0,1.0,Condo
1976648,9476342,Casey & Shae,Honolulu,North Shore Oahu,21.5606,-158.11043,Entire home/apt,150,3,298,4,362,0,4.72,1.0,1.0,1.0,Place to stay
2619024,13412580,Loan,Honolulu,Primary Urban Center,21.27745,-157.82228,Entire home/apt,169,30,78,1,321,2,4.75,2.0,2.0,2.0,Home
3291470,16628959,Cindy,Honolulu,Koolaupoko,21.38852,-157.73135,Private room,200,30,89,1,364,0,4.91,1.0,1.0,0.0,Guesthouse
2626933,13453986,Paul,Honolulu,North Shore Oahu,21.65577,-158.05842,Entire home/apt,600,14,16,2,336,0,5.0,3.0,3.0,1.0,Home
3293387,16638576,Helena,Honolulu,Koolauloa,21.70041959113973,-157.9960192320208,Entire home/apt,630,3,110,14,220,27,4.7,3.0,3.0,3.0,Townhouse
2900218,14807311,Frederick,Honolulu,Primary Urban Center,21.29708,-157.83228,Entire home/apt,550,30,1,1,324,0,New,3.0,3.0,5.0,Condo
3294207,2349948,Hawaii Dream Realty TEAM,Honolulu,Primary Urban Center,21.27696,-157.82326,Entire home/apt,114,2,181,28,56,18,4.48,2.0,2.0,1.0,Rental unit
2637852,13508451,Anderson,Honolulu,North Shore Oahu,21.68606,-158.0242,Entire home/apt,268,3,158,3,134,16,4.64,2.0,2.0,1.0,Home
2918627,7527303,Ana,Honolulu,Koolaupoko,21.33486,-157.69782,Entire home/apt,145,30,42,3,172,2,4.93,0.0,2.0,1.0,Cottage
3351931,6949721,Noelle,Honolulu,Primary Urban Center,21.28354,-157.83085,Entire home/apt,416,2,40,1,284,30,4.93,2.0,2.0,2.0,Condo
2648253,13558268,John,Honolulu,North Shore Oahu,21.62559428732318,-158.07405654729436,Entire home/apt,600,30,0,1,201,0,New,4.0,4.0,5.0,Home
3355273,15274083,Hector,Honolulu,Primary Urban Center,21.284,-157.83058,Entire home/apt,185,1,1,7,4,0,New,1.0,1.0,1.0,Rental unit
2676177,13684559,Peter,Honolulu,Ewa,21.33078,-158.1206,Entire home/apt,595,7,4,1,141,1,4.0,2.0,2.0,2.0,Serviced apartment
3386000,2783824,Ssen,Honolulu,Primary Urban Center,21.28546,-157.83433,Entire home/apt,152,1,327,2,321,47,4.89,0.0,2.0,1.0,Condo
2960135,15109606,Hiroko,Honolulu,Primary Urban Center,21.27222,-157.8206,Entire home/apt,150,29,90,1,364,1,4.62,1.0,1.0,1.0,Condo
