id,host_id,host_name,availability_365,price,latitude,longitude,number_of_reviews,review_scores_rating,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,accommodates,bathrooms,bedrooms,beds,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,calculated_host_listings_count
805189150487897151,373307437,Deena,139,257.0,22.217259681071592,-159.4834644914986,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,140
804506847365993159,496088860,Gerald,263,463.0,22.220387835482263,-159.47156387131898,0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,1
805189337678370896,373307437,Deena,324,269.0,22.217100821219283,-159.48402795356674,0,0.0,2,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,North Shore Kauai,Kauai,Entire home/apt,140
804515221817137455,457152913,Todd,62,233.0,22.220649777489268,-159.4678416049296,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
805232065592116616,373307437,Deena,113,337.0,22.05169,-159.33244,0,0.0,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,Kapaa-Wailua,Kauai,Private room,140
805232218879143762,373307437,Deena,113,339.0,22.05151,-159.334,0,0.0,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,2.0,Kapaa-Wailua,Kauai,Private room,140
805232344824259782,373307437,Deena,111,377.0,22.052379807497907,-159.33217959944395,0,0.0,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,3.0,Kapaa-Wailua,Kauai,Private room,140
804608626166632171,64766258,Anita,0,395.0,22.2228786,-159.4681424,0,0.0,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1.0,2.0,North Shore Kauai,Kauai,Entire home/apt,1
804663091896657545,457152913,Todd,61,233.0,22.220767693754823,-159.46789875239153,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,2.0,2.0,North Shore Kauai,Kauai,Entire home/apt,71
804668652683956953,457152913,Todd,63,188.0,22.219145079412865,-159.46934516752972,0,0.0,2,365,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,1.0,1.0,North Shore Kauai,Kauai,Entire home/apt,71
